session_id,date,country,source_medium,landing_page,session_value_usd
ses_001037,2023-12-19,CA,organic,/landing-sale,3.5
ses_001038,2023-12-10,IT,facebook/cpc,/product,3.34
ses_001039,2023-04-05,ES,affiliate,/home,8.91
ses_001040,2025-09-06,CA,tiktok/cpc,/landing-sale,4.6
ses_001041,2024-01-15,FR,organic,/cart,3.62
ses_001042,2025-06-18,AU,email,/collection,17.42
ses_001043,2023-04-02,IT,tiktok/cpc,/collection,2.01
ses_001044,2023-07-24,AU,affiliate,/cart,7.88
ses_001045,2025-06-26,IT,google/cpc,/product,2.15
ses_001046,2024-03-17,FR,facebook/cpc,/product,0.29
ses_001047,2025-07-13,GB,affiliate,/landing-sale,9.64
ses_001048,2025-04-20,CA,affiliate,/cart,0.31
ses_001049,2025-08-01,MX,google/cpc,/collection,1.75
ses_001050,2023-12-09,US,facebook/cpc,/collection,3.34
ses_001051,2025-06-12,US,email,/cart,6.28
ses_001052,2025-10-08,CA,affiliate,/landing-sale,2.8
ses_001053,2023-04-27,IT,tiktok/cpc,/home,3.75
ses_001054,2023-02-02,US,organic,/landing-sale,0.19
ses_001055,2025-02-10,DE,facebook/cpc,/home,0.53
ses_001056,2025-07-05,IT,google/cpc,/landing-sale,4.0
ses_001057,2025-02-20,DE,tiktok/cpc,/cart,1.71
ses_001058,2025-09-28,AU,affiliate,/product,5.69
ses_001059,2025-03-30,DE,tiktok/cpc,/collection,0.16
ses_001060,2024-07-18,FR,facebook/cpc,/cart,6.3
ses_001061,2023-01-29,GB,facebook/cpc,/cart,1.94
ses_001062,2024-02-24,ES,email,/collection,3.51
ses_001063,2024-07-31,AU,email,/product,6.85
ses_001064,2025-07-11,AU,tiktok/cpc,/cart,1.73
ses_001065,2023-10-03,GB,facebook/cpc,/cart,15.16
ses_001066,2023-10-10,IT,google/cpc,/landing-sale,15.81
ses_001067,2023-10-29,MX,google/cpc,/product,4.0
ses_001068,2024-03-26,CA,organic,/product,2.26
ses_001069,2023-01-24,FR,organic,/cart,2.85
ses_001070,2023-06-22,DE,email,/landing-sale,3.67
ses_001071,2023-06-07,BR,tiktok/cpc,/landing-sale,7.62
ses_001072,2024-11-08,GB,email,/landing-sale,0.87
ses_001073,2024-10-12,DE,affiliate,/product,0.77
ses_001074,2024-06-03,CA,facebook/cpc,/home,6.18
ses_001075,2025-10-11,MX,tiktok/cpc,/home,5.1
ses_001076,2025-01-14,ES,email,/product,0.29
ses_001077,2024-01-07,AU,email,/cart,4.86
ses_001078,2023-06-24,ES,google/cpc,/cart,15.96
ses_001079,2025-02-15,AU,facebook/cpc,/landing-sale,4.25
ses_001080,2025-07-16,DE,organic,/cart,3.5
ses_001081,2024-07-08,BR,affiliate,/product,2.47
ses_001082,2023-04-10,FR,tiktok/cpc,/landing-sale,4.18
ses_001083,2023-02-02,ES,email,/home,3.79
ses_001084,2024-01-02,MX,tiktok/cpc,/home,1.07
ses_001085,2023-03-05,AU,facebook/cpc,/home,12.49
ses_001086,2023-04-03,FR,organic,/collection,1.66
ses_001087,2023-06-11,ES,tiktok/cpc,/product,9.22
ses_001088,2025-09-02,MX,facebook/cpc,/cart,0.01
ses_001089,2024-07-25,GB,email,/product,6.56
ses_001090,2024-06-18,GB,affiliate,/cart,15.95
ses_001091,2023-03-17,IT,email,/landing-sale,19.51
ses_001092,2024-10-28,GB,google/cpc,/home,2.69
ses_001093,2024-05-07,CA,facebook/cpc,/product,12.33
ses_001094,2023-10-11,IT,organic,/cart,2.63
ses_001095,2025-08-24,GB,tiktok/cpc,/cart,1.13
ses_001096,2023-10-25,MX,google/cpc,/home,2.09
ses_001097,2025-06-12,IT,google/cpc,/home,1.04
ses_001098,2023-06-06,BR,organic,/home,15.12
ses_001099,2023-10-13,MX,affiliate,/collection,3.46
ses_001100,2024-06-11,ES,facebook/cpc,/landing-sale,2.62
ses_001101,2023-01-27,CA,facebook/cpc,/landing-sale,12.38
ses_001102,2025-03-27,AU,email,/collection,6.85
ses_001103,2025-05-20,GB,google/cpc,/collection,6.39
ses_001104,2025-07-14,DE,organic,/home,1.71
ses_001105,2023-10-10,FR,facebook/cpc,/cart,1.71
ses_001106,2024-12-18,MX,tiktok/cpc,/landing-sale,8.94
ses_001107,2023-12-30,MX,affiliate,/product,4.49
ses_001108,2024-11-03,BR,organic,/cart,13.41
ses_001109,2024-04-21,MX,email,/home,8.86
ses_001110,2025-08-12,CA,tiktok/cpc,/product,8.92
ses_001111,2024-07-08,AU,tiktok/cpc,/home,0.41
ses_001112,2024-05-03,FR,email,/cart,3.37
ses_001113,2023-03-21,ES,tiktok/cpc,/home,3.95
ses_001114,2024-02-07,GB,google/cpc,/cart,1.19
ses_001115,2025-02-15,AU,affiliate,/landing-sale,0.34
ses_001116,2024-07-30,BR,affiliate,/collection,3.64
ses_001117,2025-08-30,BR,affiliate,/product,4.0
ses_001118,2023-08-11,BR,affiliate,/landing-sale,2.28
ses_001119,2024-03-20,MX,organic,/collection,0.26
ses_001120,2024-12-03,FR,facebook/cpc,/home,2.45
ses_001121,2023-09-10,US,affiliate,/collection,7.24
ses_001122,2024-09-07,DE,google/cpc,/home,1.33
ses_001123,2023-03-22,BR,facebook/cpc,/home,6.15
ses_001124,2024-04-19,GB,tiktok/cpc,/landing-sale,0.93
ses_001125,2023-01-13,CA,tiktok/cpc,/product,0.54
ses_001126,2025-07-11,BR,tiktok/cpc,/landing-sale,35.84
ses_001127,2024-02-13,US,affiliate,/home,3.66
ses_001128,2023-08-13,GB,google/cpc,/landing-sale,2.96
ses_001129,2023-10-26,US,organic,/home,5.91
ses_001130,2025-03-26,ES,tiktok/cpc,/landing-sale,0.16
ses_001131,2024-12-15,CA,tiktok/cpc,/home,0.37
ses_001132,2023-03-27,US,organic,/cart,11.21
ses_001133,2024-06-13,AU,organic,/collection,3.69
ses_001134,2023-06-24,IT,affiliate,/home,1.92
ses_001135,2023-09-14,BR,email,/collection,0.81
ses_001136,2023-04-13,BR,facebook/cpc,/collection,0.18
ses_001137,2025-02-10,BR,google/cpc,/landing-sale,13.54
ses_001138,2023-05-17,ES,email,/product,0.87
ses_001139,2023-08-26,FR,organic,/product,25.89
ses_001140,2023-09-10,FR,email,/cart,2.43
ses_001141,2025-10-19,FR,google/cpc,/cart,7.42
ses_001142,2024-09-21,US,email,/home,4.13
ses_001143,2023-04-19,BR,facebook/cpc,/cart,0.44
ses_001144,2024-10-16,IT,facebook/cpc,/cart,4.78
ses_001145,2025-05-05,GB,affiliate,/cart,2.08
ses_001146,2024-03-02,ES,facebook/cpc,/collection,0.46
ses_001147,2024-01-24,US,email,/landing-sale,1.76
ses_001148,2023-01-07,GB,organic,/cart,3.53
ses_001149,2023-10-30,GB,organic,/collection,3.65
ses_001150,2023-01-19,US,google/cpc,/home,1.72
ses_001151,2025-07-28,BR,affiliate,/home,10.73
ses_001152,2023-06-10,MX,facebook/cpc,/landing-sale,2.98
ses_001153,2024-04-12,BR,organic,/landing-sale,10.78
ses_001154,2025-05-23,FR,organic,/cart,3.06
ses_001155,2024-04-22,GB,facebook/cpc,/cart,0.23
ses_001156,2023-03-19,AU,email,/landing-sale,5.2
ses_001157,2024-02-10,ES,facebook/cpc,/home,9.21
ses_001158,2024-01-23,US,organic,/product,19.92
ses_001159,2025-06-09,ES,affiliate,/home,10.07
ses_001160,2024-08-25,CA,tiktok/cpc,/landing-sale,5.85
ses_001161,2023-10-01,FR,tiktok/cpc,/product,11.59
ses_001162,2023-03-06,DE,facebook/cpc,/product,2.1
ses_001163,2023-04-16,CA,organic,/cart,7.54
ses_001164,2023-12-13,US,organic,/home,1.93
ses_001165,2024-04-13,GB,affiliate,/landing-sale,4.0
ses_001166,2023-01-15,DE,google/cpc,/product,1.13
ses_001167,2025-05-01,DE,organic,/home,10.39
ses_001168,2023-08-15,BR,organic,/home,0.71
ses_001169,2023-10-04,ES,organic,/collection,3.22
ses_001170,2025-05-14,IT,email,/product,15.76
ses_001171,2025-03-25,GB,email,/product,22.84
ses_001172,2025-05-23,FR,google/cpc,/landing-sale,1.42
ses_001173,2023-01-20,ES,google/cpc,/cart,1.76
ses_001174,2023-04-13,DE,facebook/cpc,/product,19.6
ses_001175,2025-08-21,US,tiktok/cpc,/collection,2.74
ses_001176,2023-03-14,IT,affiliate,/home,1.78
ses_001177,2025-08-01,CA,facebook/cpc,/collection,0.73
ses_001178,2023-12-21,FR,affiliate,/home,1.98
ses_001179,2025-01-09,IT,facebook/cpc,/collection,1.5
ses_001180,2023-12-16,BR,facebook/cpc,/home,1.84
ses_001181,2025-08-06,DE,affiliate,/product,5.42
ses_001182,2023-06-14,MX,facebook/cpc,/cart,13.78
ses_001183,2023-10-29,GB,facebook/cpc,/collection,2.26
ses_001184,2025-04-18,DE,email,/collection,5.67
ses_001185,2025-06-21,IT,tiktok/cpc,/product,4.52
ses_001186,2024-07-02,MX,affiliate,/product,1.48
ses_001187,2024-06-16,GB,affiliate,/cart,6.34
ses_001188,2023-07-31,AU,facebook/cpc,/landing-sale,13.2
ses_001189,2023-09-23,FR,affiliate,/cart,9.54
ses_001190,2025-09-26,MX,facebook/cpc,/collection,12.01
ses_001191,2023-05-05,FR,affiliate,/cart,4.05
ses_001192,2023-05-22,DE,facebook/cpc,/landing-sale,2.55
ses_001193,2024-12-12,DE,organic,/product,8.46
ses_001194,2024-10-10,US,affiliate,/landing-sale,7.82
ses_001195,2025-06-14,CA,email,/cart,5.0
ses_001196,2025-10-07,GB,tiktok/cpc,/cart,4.65
ses_001197,2025-06-29,AU,email,/cart,1.18
ses_001198,2025-02-22,FR,facebook/cpc,/cart,6.62
ses_001199,2025-08-26,IT,google/cpc,/product,4.34
ses_001200,2024-06-14,CA,email,/collection,0.48
ses_001201,2024-07-01,ES,affiliate,/collection,1.4
ses_001202,2023-01-25,DE,organic,/landing-sale,8.82
ses_001203,2023-09-17,US,organic,/landing-sale,1.84
ses_001204,2023-10-08,US,tiktok/cpc,/cart,3.67
ses_001205,2023-07-16,IT,tiktok/cpc,/home,14.01
ses_001206,2025-03-15,BR,organic,/collection,8.37
ses_001207,2024-07-30,BR,google/cpc,/collection,1.39
ses_001208,2024-05-30,US,facebook/cpc,/home,1.86
ses_001209,2024-01-04,US,tiktok/cpc,/home,1.72
ses_001210,2025-05-23,IT,email,/landing-sale,8.66
ses_001211,2024-12-14,GB,facebook/cpc,/product,0.32
ses_001212,2024-03-21,GB,tiktok/cpc,/home,4.19
ses_001213,2025-04-30,BR,organic,/landing-sale,1.23
ses_001214,2023-05-05,DE,tiktok/cpc,/home,8.36
ses_001215,2025-02-11,AU,facebook/cpc,/product,1.58
ses_001216,2025-03-14,CA,email,/landing-sale,1.96
ses_001217,2023-09-07,ES,facebook/cpc,/home,8.67
ses_001218,2024-03-12,ES,affiliate,/cart,2.86
ses_001219,2024-01-18,MX,facebook/cpc,/cart,10.41
ses_001220,2024-05-23,DE,google/cpc,/product,3.24
ses_001221,2024-11-14,DE,email,/home,17.75
ses_001222,2023-10-13,DE,organic,/collection,1.39
ses_001223,2023-01-11,MX,facebook/cpc,/home,20.64
ses_001224,2023-07-08,FR,organic,/home,2.16
ses_001225,2025-06-03,DE,affiliate,/landing-sale,6.22
ses_001226,2023-03-04,CA,facebook/cpc,/collection,4.63
ses_001227,2024-03-04,GB,affiliate,/cart,1.56
ses_001228,2023-01-15,FR,facebook/cpc,/landing-sale,3.36
ses_001229,2024-08-03,BR,tiktok/cpc,/cart,1.8
ses_001230,2023-06-23,DE,google/cpc,/landing-sale,15.98
ses_001231,2023-04-23,US,email,/product,1.62
ses_001232,2023-08-15,DE,organic,/cart,1.81
ses_001233,2024-08-07,FR,email,/collection,9.81
ses_001234,2024-01-16,BR,email,/landing-sale,4.59
ses_001235,2023-06-07,GB,tiktok/cpc,/cart,0.24
ses_001236,2024-02-01,DE,facebook/cpc,/collection,2.77
ses_001237,2024-12-05,MX,google/cpc,/product,4.43
ses_001238,2023-11-04,CA,email,/cart,3.22
ses_001239,2023-06-21,MX,facebook/cpc,/home,2.16
ses_001240,2023-04-01,CA,organic,/collection,3.46
ses_001241,2023-07-27,IT,facebook/cpc,/cart,1.68
ses_001242,2023-08-30,GB,affiliate,/product,2.42
ses_001243,2023-08-24,US,email,/landing-sale,4.76
ses_001244,2025-03-22,FR,tiktok/cpc,/cart,7.79
ses_001245,2023-07-12,MX,google/cpc,/home,0.2
ses_001246,2025-03-09,MX,affiliate,/product,0.79
ses_001247,2023-11-26,US,tiktok/cpc,/cart,10.84
ses_001248,2024-11-11,MX,facebook/cpc,/home,4.7
ses_001249,2024-05-01,US,affiliate,/landing-sale,7.13
ses_001250,2023-02-28,AU,affiliate,/collection,0.4
ses_001251,2024-12-30,CA,affiliate,/home,4.69
ses_001252,2023-08-20,MX,google/cpc,/collection,0.34
ses_001253,2025-06-09,IT,tiktok/cpc,/home,10.31
ses_001254,2023-10-23,US,google/cpc,/product,10.61
ses_001255,2025-06-21,ES,facebook/cpc,/landing-sale,0.47
ses_001256,2023-02-08,FR,tiktok/cpc,/collection,5.06
ses_001257,2025-01-05,GB,facebook/cpc,/cart,18.2
ses_001258,2024-07-18,FR,affiliate,/cart,6.62
ses_001259,2025-04-24,GB,facebook/cpc,/collection,8.77
ses_001260,2023-06-02,AU,affiliate,/home,1.66
ses_001261,2024-01-22,DE,tiktok/cpc,/product,1.94
ses_001262,2024-02-25,CA,email,/home,2.45
ses_001263,2023-11-28,IT,tiktok/cpc,/product,7.85
ses_001264,2025-01-27,ES,email,/cart,2.96
ses_001265,2025-09-07,DE,facebook/cpc,/cart,16.64
ses_001266,2023-04-30,CA,facebook/cpc,/landing-sale,6.16
ses_001267,2024-04-08,US,email,/product,9.8
ses_001268,2025-07-07,IT,facebook/cpc,/collection,2.08
ses_001269,2023-10-03,FR,google/cpc,/home,0.6
ses_001270,2025-09-19,IT,google/cpc,/home,1.83
ses_001271,2024-11-09,DE,google/cpc,/collection,0.6
ses_001272,2023-03-05,GB,email,/product,6.96
ses_001273,2023-02-25,BR,affiliate,/cart,7.31
ses_001274,2024-01-12,BR,email,/product,2.23
ses_001275,2024-10-07,CA,tiktok/cpc,/cart,8.35
ses_001276,2025-03-15,US,tiktok/cpc,/landing-sale,4.13
ses_001277,2023-02-01,CA,email,/collection,6.84
ses_001278,2024-07-12,AU,facebook/cpc,/collection,5.1
ses_001279,2023-05-18,US,facebook/cpc,/product,18.94
ses_001280,2024-12-31,GB,facebook/cpc,/home,0.07
ses_001281,2024-01-15,ES,tiktok/cpc,/cart,1.57
ses_001282,2025-01-30,AU,tiktok/cpc,/collection,0.35
ses_001283,2025-06-15,ES,affiliate,/product,8.34
ses_001284,2024-06-10,AU,organic,/home,2.5
ses_001285,2024-02-23,BR,google/cpc,/collection,13.0
ses_001286,2023-09-03,ES,google/cpc,/landing-sale,0.12
ses_001287,2024-08-03,ES,google/cpc,/product,9.26
ses_001288,2024-07-22,CA,facebook/cpc,/product,2.15
ses_001289,2024-08-28,ES,email,/cart,0.21
ses_001290,2025-07-08,GB,tiktok/cpc,/cart,3.83
ses_001291,2024-10-02,CA,affiliate,/product,4.3
ses_001292,2025-03-03,DE,email,/collection,9.97
ses_001293,2023-05-21,DE,affiliate,/collection,2.15
ses_001294,2024-11-08,DE,google/cpc,/product,0.69
ses_001295,2024-08-07,ES,facebook/cpc,/landing-sale,5.58
ses_001296,2023-10-04,US,tiktok/cpc,/cart,3.28
ses_001297,2025-02-11,BR,organic,/landing-sale,0.79
ses_001298,2025-03-21,MX,email,/cart,3.63
ses_001299,2023-12-14,GB,tiktok/cpc,/product,6.71
ses_001300,2024-11-03,BR,tiktok/cpc,/product,4.54
ses_001301,2025-06-01,US,google/cpc,/landing-sale,4.74
ses_001302,2023-01-04,ES,organic,/product,1.15
ses_001303,2025-01-24,MX,google/cpc,/landing-sale,2.88
ses_001304,2023-07-25,IT,google/cpc,/product,5.91
ses_001305,2025-01-31,BR,tiktok/cpc,/landing-sale,5.11
ses_001306,2023-12-06,GB,google/cpc,/landing-sale,21.72
ses_001307,2025-05-04,US,tiktok/cpc,/cart,5.27
ses_001308,2024-12-23,BR,organic,/landing-sale,2.85
ses_001309,2024-07-31,GB,affiliate,/cart,6.63
ses_001310,2023-04-16,FR,affiliate,/home,1.47
ses_001311,2023-05-26,DE,tiktok/cpc,/home,0.11
ses_001312,2023-11-19,AU,tiktok/cpc,/home,5.79
ses_001313,2024-12-15,MX,facebook/cpc,/collection,6.35
ses_001314,2025-09-25,AU,google/cpc,/cart,0.65
ses_001315,2024-01-03,ES,facebook/cpc,/home,5.83
ses_001316,2025-10-10,CA,organic,/landing-sale,2.0
ses_001317,2023-05-26,ES,organic,/home,4.7
ses_001318,2025-06-05,MX,tiktok/cpc,/home,0.56
ses_001319,2023-12-24,BR,affiliate,/product,4.28
ses_001320,2023-04-14,AU,google/cpc,/landing-sale,2.05
ses_001321,2024-12-07,FR,organic,/collection,1.27
ses_001322,2024-12-07,BR,organic,/landing-sale,4.13
ses_001323,2024-03-12,AU,email,/landing-sale,1.11
ses_001324,2024-09-15,MX,email,/home,4.46
ses_001325,2024-03-23,CA,organic,/home,0.83
ses_001326,2023-06-26,BR,tiktok/cpc,/product,0.92
ses_001327,2024-10-18,GB,facebook/cpc,/landing-sale,5.64
ses_001328,2024-02-04,BR,facebook/cpc,/landing-sale,0.35
ses_001329,2023-09-13,BR,organic,/landing-sale,3.0
ses_001330,2024-03-06,MX,email,/landing-sale,6.49
ses_001331,2024-05-02,MX,affiliate,/collection,1.9
ses_001332,2025-09-30,FR,facebook/cpc,/cart,1.91
ses_001333,2024-12-14,IT,affiliate,/home,4.58
ses_001334,2024-09-23,IT,tiktok/cpc,/collection,0.56
ses_001335,2025-03-03,DE,affiliate,/landing-sale,1.42
ses_001336,2025-10-05,US,google/cpc,/landing-sale,5.09
ses_001337,2024-03-12,FR,email,/cart,1.61
ses_001338,2023-06-02,US,affiliate,/home,4.55
ses_001339,2024-01-27,ES,tiktok/cpc,/collection,4.32
ses_001340,2024-03-17,BR,organic,/cart,0.21
ses_001341,2024-04-29,US,organic,/collection,10.14
ses_001342,2024-01-18,US,organic,/landing-sale,17.99
ses_001343,2025-07-20,MX,organic,/home,8.55
ses_001344,2023-06-23,FR,tiktok/cpc,/collection,30.81
ses_001345,2023-07-12,DE,organic,/cart,0.3
ses_001346,2024-04-02,CA,tiktok/cpc,/home,0.02
ses_001347,2024-04-28,AU,facebook/cpc,/product,3.93
ses_001348,2025-02-23,BR,facebook/cpc,/collection,4.32
ses_001349,2025-08-31,ES,google/cpc,/home,1.14
ses_001350,2023-02-11,IT,affiliate,/product,8.72
ses_001351,2025-09-05,FR,email,/home,5.72
ses_001352,2023-05-01,BR,facebook/cpc,/home,12.76
ses_001353,2024-06-24,CA,google/cpc,/landing-sale,5.14
ses_001354,2023-06-27,AU,affiliate,/home,2.05
ses_001355,2025-08-28,MX,organic,/home,2.01
ses_001356,2025-01-03,CA,google/cpc,/collection,1.26
ses_001357,2023-10-09,MX,google/cpc,/home,0.91
ses_001358,2025-01-04,AU,organic,/home,5.43
ses_001359,2025-02-07,IT,affiliate,/cart,1.86
ses_001360,2025-07-18,ES,organic,/collection,1.34
ses_001361,2023-05-19,US,google/cpc,/home,0.3
ses_001362,2024-06-19,FR,affiliate,/home,3.3
ses_001363,2024-10-25,FR,google/cpc,/collection,9.95
ses_001364,2025-03-25,US,google/cpc,/product,6.05
ses_001365,2023-01-01,BR,google/cpc,/home,3.23
ses_001366,2025-05-02,ES,google/cpc,/home,21.08
ses_001367,2024-06-19,IT,facebook/cpc,/home,0.0
ses_001368,2025-06-17,MX,email,/landing-sale,0.29
ses_001369,2024-05-01,MX,email,/landing-sale,6.6
ses_001370,2025-10-08,GB,affiliate,/home,4.96
ses_001371,2025-02-01,CA,tiktok/cpc,/home,1.04
ses_001372,2025-08-21,MX,organic,/collection,10.12
ses_001373,2025-09-11,MX,affiliate,/cart,3.13
ses_001374,2025-08-07,CA,affiliate,/collection,2.93
ses_001375,2024-09-02,DE,google/cpc,/landing-sale,6.07
ses_001376,2024-05-26,DE,email,/collection,6.51
ses_001377,2023-01-04,BR,google/cpc,/landing-sale,18.13
ses_001378,2025-05-02,DE,email,/product,4.41
ses_001379,2023-05-07,US,facebook/cpc,/landing-sale,1.19
ses_001380,2024-09-11,FR,organic,/home,6.11
ses_001381,2023-05-20,CA,email,/landing-sale,5.53
ses_001382,2024-05-08,IT,affiliate,/home,3.23
ses_001383,2025-06-16,ES,tiktok/cpc,/cart,1.92
ses_001384,2023-10-12,BR,email,/product,2.18
ses_001385,2023-11-28,BR,email,/home,4.86
ses_001386,2025-07-04,ES,email,/cart,0.72
ses_001387,2025-10-23,BR,facebook/cpc,/landing-sale,6.3
ses_001388,2025-07-18,US,organic,/cart,6.46
ses_001389,2025-04-13,US,google/cpc,/collection,0.96
ses_001390,2024-10-22,US,tiktok/cpc,/cart,0.79
ses_001391,2023-01-14,FR,organic,/home,10.67
ses_001392,2024-10-16,US,google/cpc,/home,6.34
ses_001393,2023-03-01,AU,organic,/landing-sale,6.98
ses_001394,2025-03-25,CA,tiktok/cpc,/landing-sale,3.9
ses_001395,2023-03-11,FR,google/cpc,/home,12.71
ses_001396,2025-01-14,GB,google/cpc,/collection,1.33
ses_001397,2024-08-23,DE,email,/cart,5.73
ses_001398,2023-01-04,FR,facebook/cpc,/collection,0.9
ses_001399,2023-09-13,AU,organic,/collection,13.39
ses_001400,2024-05-09,CA,google/cpc,/home,3.43
ses_001401,2023-09-20,GB,organic,/product,3.15
ses_001402,2024-04-06,MX,google/cpc,/cart,1.61
ses_001403,2024-12-31,US,email,/collection,8.76
ses_001404,2023-07-27,DE,affiliate,/cart,0.92
ses_001405,2025-03-09,DE,facebook/cpc,/collection,4.9
ses_001406,2025-08-14,AU,facebook/cpc,/collection,0.38
ses_001407,2023-07-23,ES,email,/home,4.48
ses_001408,2023-02-21,MX,google/cpc,/cart,3.66
ses_001409,2023-12-15,IT,affiliate,/collection,5.39
ses_001410,2023-09-28,ES,affiliate,/home,3.95
ses_001411,2024-09-16,US,organic,/landing-sale,4.95
ses_001412,2024-07-16,ES,organic,/landing-sale,13.01
ses_001413,2025-04-26,FR,google/cpc,/collection,5.15
ses_001414,2024-12-03,ES,facebook/cpc,/product,4.94
ses_001415,2024-10-30,BR,organic,/cart,2.6
ses_001416,2024-04-21,IT,email,/home,0.71
ses_001417,2024-04-06,FR,tiktok/cpc,/cart,6.79
ses_001418,2023-12-09,FR,facebook/cpc,/home,2.73
ses_001419,2023-05-15,GB,affiliate,/cart,0.93
ses_001420,2025-09-16,GB,affiliate,/product,1.17
ses_001421,2024-02-11,MX,email,/home,6.37
ses_001422,2025-08-19,GB,organic,/home,10.5
ses_001423,2023-04-10,BR,organic,/collection,11.41
ses_001424,2024-11-04,FR,organic,/cart,5.23
ses_001425,2023-12-28,MX,email,/cart,1.33
ses_001426,2024-08-12,GB,organic,/product,5.01
ses_001427,2024-05-27,AU,affiliate,/collection,0.05
ses_001428,2023-04-14,DE,facebook/cpc,/product,0.05
ses_001429,2024-09-28,GB,google/cpc,/cart,10.07
ses_001430,2024-09-18,US,organic,/product,10.94
ses_001431,2024-04-25,GB,google/cpc,/product,40.51
ses_001432,2024-01-23,BR,email,/product,8.01
ses_001433,2024-07-20,BR,affiliate,/landing-sale,5.89
ses_001434,2024-03-14,US,google/cpc,/home,0.29
ses_001435,2025-06-27,IT,facebook/cpc,/product,3.05
ses_001436,2024-08-01,MX,organic,/collection,4.56
ses_001437,2024-05-13,US,google/cpc,/collection,2.25
ses_001438,2025-07-21,GB,affiliate,/collection,1.42
ses_001439,2024-03-02,MX,tiktok/cpc,/collection,11.26
ses_001440,2024-07-11,IT,google/cpc,/cart,6.17
ses_001441,2024-11-20,ES,affiliate,/landing-sale,0.07
ses_001442,2024-02-15,AU,google/cpc,/product,1.42
ses_001443,2024-03-21,BR,google/cpc,/landing-sale,0.95
ses_001444,2023-05-29,IT,google/cpc,/home,1.58
ses_001445,2023-02-15,DE,facebook/cpc,/collection,0.5
ses_001446,2024-05-18,IT,email,/product,3.72
ses_001447,2023-10-15,GB,facebook/cpc,/landing-sale,8.49
ses_001448,2024-03-05,GB,facebook/cpc,/landing-sale,6.83
ses_001449,2025-08-24,IT,email,/landing-sale,0.51
ses_001450,2024-10-11,ES,affiliate,/cart,1.56
ses_001451,2025-09-04,ES,affiliate,/landing-sale,8.36
ses_001452,2023-10-17,US,tiktok/cpc,/product,12.33
ses_001453,2024-09-21,US,affiliate,/landing-sale,26.89
ses_001454,2024-12-27,IT,tiktok/cpc,/home,3.65
ses_001455,2025-09-14,BR,email,/cart,3.65
ses_001456,2025-10-03,CA,google/cpc,/collection,0.36
ses_001457,2025-07-30,IT,organic,/product,7.22
ses_001458,2023-07-31,CA,organic,/collection,1.14
ses_001459,2025-09-08,DE,email,/home,10.06
ses_001460,2025-08-22,ES,google/cpc,/landing-sale,4.22
ses_001461,2025-08-03,CA,organic,/collection,5.81
ses_001462,2025-09-15,AU,organic,/home,1.18
ses_001463,2024-04-24,MX,email,/landing-sale,14.88
ses_001464,2025-02-08,BR,google/cpc,/landing-sale,1.26
ses_001465,2023-07-27,IT,organic,/collection,8.48
ses_001466,2025-01-07,FR,affiliate,/home,3.51
ses_001467,2023-12-28,ES,organic,/home,5.44
ses_001468,2023-02-15,IT,affiliate,/home,10.09
ses_001469,2023-07-08,IT,affiliate,/landing-sale,8.96
ses_001470,2023-05-17,DE,organic,/home,14.81
ses_001471,2023-03-18,DE,email,/product,1.75
ses_001472,2023-10-10,BR,tiktok/cpc,/collection,0.28
ses_001473,2023-05-02,FR,google/cpc,/collection,3.43
ses_001474,2024-11-06,IT,affiliate,/home,2.91
ses_001475,2023-04-10,AU,email,/home,1.55
ses_001476,2025-08-07,MX,email,/collection,4.44
ses_001477,2025-10-22,ES,google/cpc,/cart,2.46
ses_001478,2023-08-27,MX,facebook/cpc,/collection,2.98
ses_001479,2025-07-29,BR,affiliate,/home,1.35
ses_001480,2023-04-05,GB,affiliate,/collection,3.68
ses_001481,2025-01-29,FR,email,/collection,1.67
ses_001482,2025-06-07,IT,organic,/cart,0.1
ses_001483,2025-01-02,CA,organic,/landing-sale,3.02
ses_001484,2023-02-25,FR,affiliate,/cart,0.15
ses_001485,2023-04-30,MX,facebook/cpc,/collection,5.67
ses_001486,2024-09-29,ES,facebook/cpc,/collection,8.68
ses_001487,2024-11-24,MX,affiliate,/collection,2.73
ses_001488,2024-04-15,ES,affiliate,/landing-sale,0.78
ses_001489,2024-06-19,ES,google/cpc,/collection,0.81
ses_001490,2025-09-12,MX,tiktok/cpc,/home,7.98
ses_001491,2024-11-13,AU,organic,/collection,0.72
ses_001492,2025-04-17,IT,tiktok/cpc,/collection,0.47
ses_001493,2024-10-09,IT,tiktok/cpc,/landing-sale,0.2
ses_001494,2025-09-05,BR,organic,/product,2.72
ses_001495,2025-01-09,AU,organic,/product,0.58
ses_001496,2024-12-27,AU,organic,/home,11.99
ses_001497,2024-02-08,CA,facebook/cpc,/cart,10.19
ses_001498,2024-09-26,GB,tiktok/cpc,/landing-sale,2.14
ses_001499,2025-08-14,BR,tiktok/cpc,/cart,0.29
ses_001500,2023-09-28,US,affiliate,/cart,11.13
ses_001501,2023-10-02,AU,tiktok/cpc,/cart,10.94
ses_001502,2024-09-08,IT,tiktok/cpc,/product,6.8
ses_001503,2023-01-14,FR,affiliate,/home,4.59
ses_001504,2025-02-14,ES,tiktok/cpc,/cart,3.38
ses_001505,2024-02-24,FR,facebook/cpc,/cart,0.21
ses_001506,2025-08-30,MX,facebook/cpc,/cart,10.94
ses_001507,2025-01-10,FR,affiliate,/cart,2.86
